1
1	1	2	176	0	0	0	0	0	0	0	0	0	0	//testddd
2	2	2	176	0	0	0	0	0	0	0	0	0	0	//testddd
3	3	13	44	0	0	0	0	0	0	0	0	1	4320	//Seal of Wealth(3day)
4	4	14	75	0	0	0	0	0	0	0	0	1	4320	//Scroll of Wizardry(3Day)
5	5	14	74	0	0	0	0	0	0	0	0	1	4320	//Scroll of Wrath(3Day)
6	6	13	80	0	255	0	0	0	0	0	0	2	2	//Pet Panda(3Day)
7	7	13	110	0	255	0	0	0	0	0	0	2	7200	//Ruby Ring(5Day)
8	8	13	111	0	255	0	0	0	0	0	0	2	7200	//Topaz Ring(5Day)
9	9	13	43	0	0	0	0	0	0	0	0	1	1440	//Seal of Ascension
9	10	13	43	0	0	0	0	0	0	0	0	1	4320	//Seal of Ascension
9	11	13	43	0	0	0	0	0	0	0	0	1	10080	//Seal of Ascension
9	12	13	43	0	0	0	0	0	0	0	0	1	43200	//Seal of Ascension
10	13	13	44	0	0	0	0	0	0	0	0	1	1440	//Seal of Wealth
10	14	13	44	0	0	0	0	0	0	0	0	1	4320	//Seal of Wealth
10	15	13	44	0	0	0	0	0	0	0	0	1	10080	//Seal of Wealth
10	16	13	44	0	0	0	0	0	0	0	0	1	43200	//Seal of Wealth
11	17	13	45	0	0	0	0	0	0	0	0	1	1440	//Seal of Sustenance
11	18	13	45	0	0	0	0	0	0	0	0	1	14400	//Seal of Sustenance
11	19	13	45	0	0	0	0	0	0	0	0	1	43200	//Seal of Sustenance
12	20	13	46	0	1	0	0	0	0	0	0	0	0	//Devil Square Ticket
12	21	13	46	0	10	0	0	0	0	0	0	0	0	//Devil Square Ticket
13	22	13	47	0	1	0	0	0	0	0	0	0	0	//Blood Castle Ticket
13	23	13	47	0	10	0	0	0	0	0	0	0	0	//Blood Castle Ticket
14	24	13	54	0	20	0	0	0	0	0	0	0	0	//Reset Fruit Strength
15	25	13	55	0	20	0	0	0	0	0	0	0	0	//Reset Fruit Quickness
16	26	13	56	0	20	0	0	0	0	0	0	0	0	//Reset Fruit Health
17	27	13	57	0	20	0	0	0	0	0	0	0	0	//Reset Fruit Energy
18	28	13	58	0	20	0	0	0	0	0	0	0	0	//Reset Fruit Control
19	29	13	61	0	1	0	0	0	0	0	0	0	0	//Illusion Temple Ticket
19	30	13	61	0	10	0	0	0	0	0	0	0	0	//Illusion Temple Ticket
20	31	13	64	0	255	0	0	0	0	0	0	2	1440	//Demon
20	32	13	64	0	255	0	0	0	0	0	0	2	10080	//Demon
